1-n,InstanceID,BomberA,BomberB,FighterA,FighterB,Tanker,ISRDrone,Satellite,TotalCost,AcquisitionRiskRaw,AcquisitionRisk,RiskToMissionRaw,RiskToForceRaw,RiskToMission,RiskToForce,TotalRisk,ProbabilityOfSuccess,ForcePackage,RiskToCostRatio
102,SIM_0102,28,3,438,995,10,119,958,468795,1.0,0.3333333333333333,10.0,8.0,0.01,0.99,0.3285248676620166,0.67,"28x BomberA, 3x BomberB, 438x FighterA, 995x FighterB, 10x Tanker, 119x ISRDrone, 958x Satellite",0.70078578
103,SIM_0103,12,17,313,577,17,92,1000,421275,1.0,0.5555555555555555,10.0,8.0,0.25,0.99,0.63119835477716,0.37,"12x BomberA, 17x BomberB, 313x FighterA, 577x FighterB, 17x Tanker, 92x ISRDrone, 1000x Satellite",1.4983048
104,SIM_0104,26,8,749,653,2,297,938,481770,1.0,0.3333333333333333,10.0,8.0,0.01,0.99,0.3285248676620166,0.67,"26x BomberA, 8x BomberB, 749x FighterA, 653x FighterB, 2x Tanker, 297x ISRDrone, 938x Satellite",0.68191226
105,SIM_0105,34,0,1117,1026,8,213,836,526750,1.0,0.3055555555555555,10.0,8.0,0.01,0.99,0.3103353552151932,0.69,"34x BomberA, 1117x FighterA, 1026x FighterB, 8x Tanker, 213x ISRDrone, 836x Satellite",0.58915113
106,SIM_0106,35,16,168,703,31,10,103,154690,1.0,0.6805555555555556,10.0,8.0,0.19444444444444448,0.99,0.6766721358942188,0.32,"35x BomberA, 16x BomberB, 168x FighterA, 703x FighterB, 31x Tanker, 10x ISRDrone, 103x Satellite",4.37437543
107,SIM_0107,28,40,1021,259,31,133,155,246870,1.0,0.611111111111111,10.0,8.0,0.01,0.99,0.5104199921302519,0.49,"28x BomberA, 40x BomberB, 1021x FighterA, 259x FighterB, 31x Tanker, 133x ISRDrone, 155x Satellite",2.06756589
108,SIM_0108,16,29,1125,572,25,155,389,349925,1.0,0.36111111111111116,10.0,8.0,0.01,0.99,0.3467143801088402,0.65,"16x BomberA, 29x BomberB, 1125x FighterA, 572x FighterB, 25x Tanker, 155x ISRDrone, 389x Satellite",0.99082483
109,SIM_0109,2,30,1184,682,31,65,746,460860,1.0,0.40277777777777785,10.0,8.0,0.01,0.99,0.37399864877907557,0.63,"2x BomberA, 30x BomberB, 1184x FighterA, 682x FighterB, 31x Tanker, 65x ISRDrone, 746x Satellite",0.81152335
110,SIM_0110,24,25,305,231,50,249,27,124285,1.0,0.2083333333333332,10.0,8.0,0.45833333333333337,0.7687074829931974,0.3953434848136133,0.6,"24x BomberA, 25x BomberB, 305x FighterA, 231x FighterB, 50x Tanker, 249x ISRDrone, 27x Satellite",3.18094287
111,SIM_0111,40,11,420,112,36,165,299,199855,1.0,0.3055555555555555,10.0,8.0,0.3611111111111112,0.8435374149659864,0.4443438040581175,0.56,"40x BomberA, 11x BomberB, 420x FighterA, 112x FighterB, 36x Tanker, 165x ISRDrone, 299x Satellite",2.22333094
112,SIM_0112,10,36,81,1055,34,245,653,361890,1.0,0.40277777777777785,10.0,8.0,0.12500000000000003,0.99,0.4493032303089249,0.55,"10x BomberA, 36x BomberB, 81x FighterA, 1055x FighterB, 34x Tanker, 245x ISRDrone, 653x Satellite",1.24154641
113,SIM_0113,6,12,795,308,36,125,569,323630,1.0,0.29166666666666663,10.0,8.0,0.22222222222222227,0.99,0.44020847408551317,0.56,"6x BomberA, 12x BomberB, 795x FighterA, 308x FighterB, 36x Tanker, 125x ISRDrone, 569x Satellite",1.36022147
114,SIM_0114,20,32,169,273,15,262,961,388360,1.0,0.5000000000000001,10.0,8.0,0.2638888888888889,0.99,0.6039140861069249,0.4,"20x BomberA, 32x BomberB, 169x FighterA, 273x FighterB, 15x Tanker, 262x ISRDrone, 961x Satellite",1.55503679
115,SIM_0115,29,3,370,848,46,6,218,220795,1.0,0.5138888888888891,10.0,8.0,0.01,0.99,0.4467566985663696,0.55,"29x BomberA, 3x BomberB, 370x FighterA, 848x FighterB, 46x Tanker, 6x ISRDrone, 218x Satellite",2.02340043
116,SIM_0116,25,25,17,577,40,272,669,317745,1.0,0.23611111111111102,10.0,8.0,0.2361111111111111,0.99,0.4129242054152777,0.59,"25x BomberA, 25x BomberB, 17x FighterA, 577x FighterB, 40x Tanker, 272x ISRDrone, 669x Satellite",1.29954588
117,SIM_0117,30,30,616,580,16,163,250,255220,1.0,0.26388888888888884,10.0,8.0,0.05555555555555561,0.99,0.31288188695774843,0.69,"30x BomberA, 30x BomberB, 616x FighterA, 580x FighterB, 16x Tanker, 163x ISRDrone, 250x Satellite",1.22593013
118,SIM_0118,15,6,230,997,3,174,742,377200,1.0,0.3472222222222222,10.0,8.0,0.09722222222222224,0.99,0.39473469296845426,0.61,"15x BomberA, 6x BomberB, 230x FighterA, 997x FighterB, 3x Tanker, 174x ISRDrone, 742x Satellite",1.04648646
119,SIM_0119,7,3,722,184,16,114,598,302855,1.0,0.37500000000000006,10.0,8.0,0.20833333333333337,0.99,0.4856822552025718,0.51,"7x BomberA, 3x BomberB, 722x FighterA, 184x FighterB, 16x Tanker, 114x ISRDrone, 598x Satellite",1.60367917
120,SIM_0120,22,14,395,885,20,179,525,331860,1.0,0.37500000000000006,10.0,8.0,0.19444444444444448,0.99,0.4765874989791601,0.52,"22x BomberA, 14x BomberB, 395x FighterA, 885x FighterB, 20x Tanker, 179x ISRDrone, 525x Satellite",1.4361101
121,SIM_0121,39,23,455,580,54,267,489,325425,1.0,0.19444444444444461,10.0,8.0,0.01,0.99,0.2375773054278992,0.76,"39x BomberA, 23x BomberB, 455x FighterA, 580x FighterB, 54x Tanker, 267x ISRDrone, 489x Satellite",0.73005241
122,SIM_0122,14,38,493,82,53,272,373,239030,1.0,0.3194444444444444,10.0,8.0,0.2916666666666667,0.99,0.5038717676493955,0.5,"14x BomberA, 38x BomberB, 493x FighterA, 82x FighterB, 53x Tanker, 272x ISRDrone, 373x Satellite",2.10798547
123,SIM_0123,7,18,805,718,56,45,122,231530,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"7x BomberA, 18x BomberB, 805x FighterA, 718x FighterB, 56x Tanker, 45x ISRDrone, 122x Satellite",1.57605447
124,SIM_0124,7,6,766,97,46,285,462,280850,1.0,0.26388888888888884,10.0,8.0,0.11111111111111113,0.99,0.34926091185139546,0.65,"7x BomberA, 6x BomberB, 766x FighterA, 97x FighterB, 46x Tanker, 285x ISRDrone, 462x Satellite",1.24358523
125,SIM_0125,30,30,156,708,21,275,503,299700,1.0,0.23611111111111102,10.0,8.0,0.12500000000000003,0.99,0.3401661556279836,0.66,"30x BomberA, 30x BomberB, 156x FighterA, 708x FighterB, 21x Tanker, 275x ISRDrone, 503x Satellite",1.13502221
126,SIM_0126,26,32,1086,435,50,230,814,477220,1.0,0.3333333333333333,10.0,8.0,0.01,0.99,0.3285248676620166,0.67,"26x BomberA, 32x BomberB, 1086x FighterA, 435x FighterB, 50x Tanker, 230x ISRDrone, 814x Satellite",0.68841387
127,SIM_0127,35,21,716,622,29,146,436,326505,1.0,0.3055555555555555,10.0,8.0,0.22222222222222227,0.99,0.4493032303089249,0.55,"35x BomberA, 21x BomberB, 716x FighterA, 622x FighterB, 29x Tanker, 146x ISRDrone, 436x Satellite",1.37609908
128,SIM_0128,29,22,266,359,17,0,311,190580,1.0,0.38888888888888895,10.0,8.0,0.3611111111111112,0.8163265306122449,0.4810940434914956,0.52,"29x BomberA, 22x BomberB, 266x FighterA, 359x FighterB, 17x Tanker, 311x Satellite",2.52436795
129,SIM_0129,4,30,1192,610,13,160,737,458330,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"4x BomberA, 30x BomberB, 1192x FighterA, 610x FighterB, 13x Tanker, 160x ISRDrone, 737x Satellite",0.79615974
130,SIM_0130,10,27,8,595,27,175,357,206495,1.0,0.7222222222222223,10.0,8.0,0.4166666666666667,0.99,0.8494725041390423,0.15,"10x BomberA, 27x BomberB, 8x FighterA, 595x FighterB, 27x Tanker, 175x ISRDrone, 357x Satellite",4.11376791
131,SIM_0131,8,7,305,499,42,280,791,364285,1.0,0.29166666666666663,10.0,8.0,0.18055555555555558,0.99,0.4129242054152777,0.59,"8x BomberA, 7x BomberB, 305x FighterA, 499x FighterB, 42x Tanker, 280x ISRDrone, 791x Satellite",1.13351965
132,SIM_0132,27,21,135,610,51,128,471,264025,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"27x BomberA, 21x BomberB, 135x FighterA, 610x FighterB, 51x Tanker, 128x ISRDrone, 471x Satellite",1.20984797
133,SIM_0133,16,40,339,935,56,22,58,191440,1.0,0.7083333333333334,10.0,8.0,0.013888888888888902,0.99,0.5766298174366894,0.42,"16x BomberA, 40x BomberB, 339x FighterA, 935x FighterB, 56x Tanker, 22x ISRDrone, 58x Satellite",3.01206549
134,SIM_0134,15,2,190,856,36,199,747,366090,1.0,0.40277777777777785,10.0,8.0,0.48611111111111116,0.99,0.6857668921176306,0.31,"15x BomberA, 2x BomberB, 190x FighterA, 856x FighterB, 36x Tanker, 199x ISRDrone, 747x Satellite",1.87321941
135,SIM_0135,28,14,880,436,31,86,644,377770,1.0,0.3472222222222222,10.0,8.0,0.01,0.99,0.3376196238854285,0.66,"28x BomberA, 14x BomberB, 880x FighterA, 436x FighterB, 31x Tanker, 86x ISRDrone, 644x Satellite",0.8937174
136,SIM_0136,5,23,327,788,35,143,951,436185,1.0,0.3472222222222222,10.0,8.0,0.08333333333333333,0.99,0.38563993674504254,0.61,"5x BomberA, 23x BomberB, 327x FighterA, 788x FighterB, 35x Tanker, 143x ISRDrone, 951x Satellite",0.88412013
137,SIM_0137,32,3,143,32,17,156,751,281785,1.0,0.763888888888889,10.0,8.0,0.5972222222222222,0.6530612244897959,0.7743535298790584,0.23,"32x BomberA, 3x BomberB, 143x FighterA, 32x FighterB, 17x Tanker, 156x ISRDrone, 751x Satellite",2.74802963
138,SIM_0138,34,39,983,618,28,185,70,259675,1.0,0.5000000000000001,10.0,8.0,0.01,0.99,0.4376619423429578,0.56,"34x BomberA, 39x BomberB, 983x FighterA, 618x FighterB, 28x Tanker, 185x ISRDrone, 70x Satellite",1.68542194
139,SIM_0139,39,14,508,858,47,145,717,411470,1.0,0.16666666666666682,10.0,8.0,0.01,0.99,0.2193877929810756,0.78,"39x BomberA, 14x BomberB, 508x FighterA, 858x FighterB, 47x Tanker, 145x ISRDrone, 717x Satellite",0.53318053
140,SIM_0140,7,23,370,749,58,295,800,411065,1.0,0.15277777777777793,10.0,8.0,0.09722222222222224,0.99,0.2674081058406898,0.73,"7x BomberA, 23x BomberB, 370x FighterA, 749x FighterB, 58x Tanker, 295x ISRDrone, 800x Satellite",0.65052511
141,SIM_0141,12,10,767,1136,57,156,85,266790,1.0,0.44444444444444453,10.0,8.0,0.01,0.99,0.4012829174493109,0.6,"12x BomberA, 10x BomberB, 767x FighterA, 1136x FighterB, 57x Tanker, 156x ISRDrone, 85x Satellite",1.50411529
142,SIM_0142,25,25,485,979,39,295,933,495195,1.0,0.15277777777777793,10.0,8.0,0.027777777777777804,0.99,0.22193432472363103,0.78,"25x BomberA, 25x BomberB, 485x FighterA, 979x FighterB, 39x Tanker, 295x ISRDrone, 933x Satellite",0.44817562
143,SIM_0143,24,18,1177,751,50,181,262,341980,1.0,0.5138888888888891,10.0,8.0,0.01,0.99,0.4467566985663696,0.55,"24x BomberA, 18x BomberB, 1177x FighterA, 751x FighterB, 50x Tanker, 181x ISRDrone, 262x Satellite",1.30638253
144,SIM_0144,32,3,314,1184,54,162,404,320605,1.0,0.4583333333333334,10.0,8.0,0.013888888888888902,0.99,0.41292420541527786,0.59,"32x BomberA, 3x BomberB, 314x FighterA, 1184x FighterB, 54x Tanker, 162x ISRDrone, 404x Satellite",1.28795311
145,SIM_0145,31,18,603,433,17,146,596,336260,1.0,0.18055555555555572,10.0,8.0,0.3333333333333334,0.99,0.44020847408551333,0.56,"31x BomberA, 18x BomberB, 603x FighterA, 433x FighterB, 17x Tanker, 146x ISRDrone, 596x Satellite",1.30913125
146,SIM_0146,2,39,290,58,23,151,778,311355,1.0,0.5555555555555555,10.0,8.0,0.6527777777777778,0.99,0.894946285256101,0.11,"2x BomberA, 39x BomberB, 290x FighterA, 58x FighterB, 23x Tanker, 151x ISRDrone, 778x Satellite",2.87435977
147,SIM_0147,11,17,855,1175,0,101,542,405915,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"11x BomberA, 17x BomberB, 855x FighterA, 1175x FighterB, 101x ISRDrone, 542x Satellite",0.96618297
148,SIM_0148,38,10,431,664,10,119,330,255280,1.0,0.36111111111111116,10.0,8.0,0.027777777777777804,0.99,0.35835566807480734,0.64,"38x BomberA, 10x BomberB, 431x FighterA, 664x FighterB, 10x Tanker, 119x ISRDrone, 330x Satellite",1.40377495
149,SIM_0149,40,27,340,880,45,199,570,360635,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"40x BomberA, 27x BomberB, 340x FighterA, 880x FighterB, 45x Tanker, 199x ISRDrone, 570x Satellite",1.01183716
150,SIM_0150,38,25,1015,1182,6,48,62,296775,1.0,0.37500000000000006,10.0,8.0,0.01,0.99,0.355809136332252,0.64,"38x BomberA, 25x BomberB, 1015x FighterA, 1182x FighterB, 6x Tanker, 48x ISRDrone, 62x Satellite",1.19891883
151,SIM_0151,24,11,1129,745,48,95,402,366195,1.0,0.4583333333333334,10.0,8.0,0.01,0.99,0.4103776736727226,0.59,"24x BomberA, 11x BomberB, 1129x FighterA, 745x FighterB, 48x Tanker, 95x ISRDrone, 402x Satellite",1.12065341
152,SIM_0152,10,36,413,1019,15,84,795,422820,1.0,0.3333333333333333,10.0,8.0,0.08333333333333333,0.99,0.37654518052163066,0.62,"10x BomberA, 36x BomberB, 413x FighterA, 1019x FighterB, 15x Tanker, 84x ISRDrone, 795x Satellite",0.89055669
153,SIM_0153,18,9,426,880,1,240,260,253075,1.0,0.3194444444444444,10.0,8.0,0.027777777777777804,0.99,0.33107139940457203,0.67,"18x BomberA, 9x BomberB, 426x FighterA, 880x FighterB, 1x Tanker, 240x ISRDrone, 260x Satellite",1.3081948
154,SIM_0154,12,9,1021,1053,46,242,959,556455,1.0,0.23611111111111102,10.0,8.0,0.01,0.99,0.26486157409813427,0.74,"12x BomberA, 9x BomberB, 1021x FighterA, 1053x FighterB, 46x Tanker, 242x ISRDrone, 959x Satellite",0.47598022
155,SIM_0155,1,36,1158,1042,45,109,386,394520,1.0,0.3333333333333333,10.0,8.0,0.041666666666666706,0.99,0.34926091185139546,0.65,"1x BomberA, 36x BomberB, 1158x FighterA, 1042x FighterB, 45x Tanker, 109x ISRDrone, 386x Satellite",0.88528062
156,SIM_0156,4,27,298,1152,56,137,819,434095,1.0,0.48611111111111127,10.0,8.0,0.11111111111111113,0.99,0.49477701142598385,0.51,"4x BomberA, 27x BomberB, 298x FighterA, 1152x FighterB, 56x Tanker, 137x ISRDrone, 819x Satellite",1.1397897
157,SIM_0157,30,20,234,265,29,178,763,330720,1.0,0.41666666666666674,10.0,8.0,0.5555555555555556,0.99,0.7403354294581012,0.26,"30x BomberA, 20x BomberB, 234x FighterA, 265x FighterB, 29x Tanker, 178x ISRDrone, 763x Satellite",2.23855657
158,SIM_0158,16,24,1128,691,5,31,698,437750,1.0,0.27777777777777773,10.0,8.0,0.041666666666666706,0.99,0.31288188695774843,0.69,"16x BomberA, 24x BomberB, 1128x FighterA, 691x FighterB, 5x Tanker, 31x ISRDrone, 698x Satellite",0.71475017
159,SIM_0159,8,34,789,1160,44,11,228,308540,1.0,0.625,10.0,8.0,0.01,0.99,0.5195147483536636,0.48,"8x BomberA, 34x BomberB, 789x FighterA, 1160x FighterB, 44x Tanker, 11x ISRDrone, 228x Satellite",1.68378411
160,SIM_0160,18,1,161,783,35,298,866,400915,1.0,0.3194444444444444,10.0,8.0,0.22222222222222227,0.99,0.45839798653233665,0.54,"18x BomberA, 1x BomberB, 161x FighterA, 783x FighterB, 35x Tanker, 298x ISRDrone, 866x Satellite",1.14337949
161,SIM_0161,29,29,1158,1139,41,60,927,573465,1.0,0.22222222222222213,10.0,8.0,0.01,0.99,0.25576681787472255,0.74,"29x BomberA, 29x BomberB, 1158x FighterA, 1139x FighterB, 41x Tanker, 60x ISRDrone, 927x Satellite",0.44600249
162,SIM_0162,7,19,586,758,47,63,199,232825,1.0,0.36111111111111116,10.0,8.0,0.08333333333333333,0.99,0.39473469296845426,0.61,"7x BomberA, 19x BomberB, 586x FighterA, 758x FighterB, 47x Tanker, 63x ISRDrone, 199x Satellite",1.69541369
163,SIM_0163,36,20,39,606,16,224,382,232220,1.0,0.3333333333333333,10.0,8.0,0.2777777777777778,0.99,0.5038717676493955,0.5,"36x BomberA, 20x BomberB, 39x FighterA, 606x FighterB, 16x Tanker, 224x ISRDrone, 382x Satellite",2.1698035
164,SIM_0164,5,0,666,30,1,204,965,393710,1.0,0.5972222222222222,10.0,8.0,0.3611111111111112,0.99,0.7312406732346893,0.27,"5x BomberA, 666x FighterA, 30x FighterB, 1x Tanker, 204x ISRDrone, 965x Satellite",1.85730785
165,SIM_0165,3,1,962,968,7,293,945,525495,1.0,0.138888888888889,10.0,8.0,0.01,0.99,0.20119828053425218,0.8,"3x BomberA, 1x BomberB, 962x FighterA, 968x FighterB, 7x Tanker, 293x ISRDrone, 945x Satellite",0.38287382
166,SIM_0166,2,8,398,116,33,80,671,278700,1.0,0.48611111111111127,10.0,8.0,0.12500000000000003,0.99,0.5038717676493956,0.5,"2x BomberA, 8x BomberB, 398x FighterA, 116x FighterB, 33x Tanker, 80x ISRDrone, 671x Satellite",1.80793602
167,SIM_0167,10,37,399,369,3,40,930,390995,1.0,0.527777777777778,10.0,8.0,0.06944444444444443,0.99,0.49477701142598385,0.51,"10x BomberA, 37x BomberB, 399x FighterA, 369x FighterB, 3x Tanker, 40x ISRDrone, 930x Satellite",1.26543053
168,SIM_0168,39,17,196,897,6,49,747,372335,1.0,0.2083333333333332,10.0,8.0,0.01,0.99,0.2466720616513108,0.75,"39x BomberA, 17x BomberB, 196x FighterA, 897x FighterB, 6x Tanker, 49x ISRDrone, 747x Satellite",0.66250033
169,SIM_0169,8,8,441,1055,59,214,604,377700,1.0,0.37500000000000006,10.0,8.0,0.19444444444444448,0.99,0.4765874989791601,0.52,"8x BomberA, 8x BomberB, 441x FighterA, 1055x FighterB, 59x Tanker, 214x ISRDrone, 604x Satellite",1.26181493
170,SIM_0170,13,5,996,272,37,58,485,313625,1.0,0.5694444444444443,10.0,8.0,0.08333333333333333,0.99,0.5311560363196305,0.47,"13x BomberA, 5x BomberB, 996x FighterA, 272x FighterB, 37x Tanker, 58x ISRDrone, 485x Satellite",1.69360235
171,SIM_0171,36,2,1098,922,13,256,576,442890,1.0,0.3333333333333333,10.0,8.0,0.01,0.99,0.3285248676620166,0.67,"36x BomberA, 2x BomberB, 1098x FighterA, 922x FighterB, 13x Tanker, 256x ISRDrone, 576x Satellite",0.74177531
172,SIM_0172,2,11,533,286,52,296,969,425585,1.0,0.3333333333333333,10.0,8.0,0.027777777777777804,0.99,0.34016615562798375,0.66,"2x BomberA, 11x BomberB, 533x FighterA, 286x FighterB, 52x Tanker, 296x ISRDrone, 969x Satellite",0.79929075
173,SIM_0173,5,19,1157,470,42,289,853,487085,1.0,0.2083333333333332,10.0,8.0,0.01,0.99,0.2466720616513108,0.75,"5x BomberA, 19x BomberB, 1157x FighterA, 470x FighterB, 42x Tanker, 289x ISRDrone, 853x Satellite",0.50642508
174,SIM_0174,10,13,1022,369,6,157,697,395525,1.0,0.37500000000000006,10.0,8.0,0.01,0.99,0.355809136332252,0.64,"10x BomberA, 13x BomberB, 1022x FighterA, 369x FighterB, 6x Tanker, 157x ISRDrone, 697x Satellite",0.89958697
175,SIM_0175,7,4,861,434,56,120,838,424750,1.0,0.23611111111111102,10.0,8.0,0.15277777777777776,0.99,0.35835566807480707,0.64,"7x BomberA, 4x BomberB, 861x FighterA, 434x FighterB, 56x Tanker, 120x ISRDrone, 838x Satellite",0.84368609
176,SIM_0176,9,22,273,1083,24,60,735,386680,1.0,0.3333333333333333,10.0,8.0,0.01,0.99,0.3285248676620166,0.67,"9x BomberA, 22x BomberB, 273x FighterA, 1083x FighterB, 24x Tanker, 60x ISRDrone, 735x Satellite",0.84960398
177,SIM_0177,14,32,581,597,49,167,127,214270,1.0,0.18055555555555572,10.0,8.0,0.01,0.99,0.2284825492044875,0.77,"14x BomberA, 32x BomberB, 581x FighterA, 597x FighterB, 49x Tanker, 167x ISRDrone, 127x Satellite",1.06633009
178,SIM_0178,35,10,282,564,9,78,676,325680,1.0,0.22222222222222213,10.0,8.0,0.31944444444444453,0.99,0.4583979865323365,0.54,"35x BomberA, 10x BomberB, 282x FighterA, 564x FighterB, 9x Tanker, 78x ISRDrone, 676x Satellite",1.4075104
179,SIM_0179,13,24,932,299,50,271,392,311280,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"13x BomberA, 24x BomberB, 932x FighterA, 299x FighterB, 50x Tanker, 271x ISRDrone, 392x Satellite",1.25992085
180,SIM_0180,3,33,980,579,36,242,462,359685,1.0,0.27777777777777773,10.0,8.0,0.01,0.99,0.2921458427683696,0.71,"3x BomberA, 33x BomberB, 980x FighterA, 579x FighterB, 36x Tanker, 242x ISRDrone, 462x Satellite",0.81222693
181,SIM_0181,17,27,32,930,37,102,122,171455,1.0,0.625,10.0,8.0,0.01,0.99,0.5195147483536636,0.48,"17x BomberA, 27x BomberB, 32x FighterA, 930x FighterB, 37x Tanker, 102x ISRDrone, 122x Satellite",3.03003557
182,SIM_0182,34,0,553,931,4,74,288,271940,1.0,0.625,10.0,8.0,0.013888888888888902,0.99,0.5220612800962189,0.48,"34x BomberA, 553x FighterA, 931x FighterB, 4x Tanker, 74x ISRDrone, 288x Satellite",1.91976642
183,SIM_0183,37,1,67,354,8,290,673,293705,1.0,0.38888888888888895,10.0,8.0,0.5555555555555556,0.99,0.7221459170112776,0.28,"37x BomberA, 1x BomberB, 67x FighterA, 354x FighterB, 8x Tanker, 290x ISRDrone, 673x Satellite",2.45874574
184,SIM_0184,37,22,442,749,6,216,306,271060,1.0,0.36111111111111116,10.0,8.0,0.12500000000000003,0.99,0.42201896163868957,0.58,"37x BomberA, 22x BomberB, 442x FighterA, 749x FighterB, 6x Tanker, 216x ISRDrone, 306x Satellite",1.55692084
185,SIM_0185,14,4,567,890,44,124,969,476420,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"14x BomberA, 4x BomberB, 567x FighterA, 890x FighterB, 44x Tanker, 124x ISRDrone, 969x Satellite",0.67048006
186,SIM_0186,29,24,1059,793,54,41,365,356640,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"29x BomberA, 24x BomberB, 1059x FighterA, 793x FighterB, 54x Tanker, 41x ISRDrone, 365x Satellite",1.02317152
187,SIM_0187,25,26,723,850,48,158,252,296320,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"25x BomberA, 26x BomberB, 723x FighterA, 850x FighterB, 48x Tanker, 158x ISRDrone, 252x Satellite",1.23145212
188,SIM_0188,7,21,1162,446,46,300,353,339045,1.0,0.37500000000000006,10.0,8.0,0.01,0.99,0.355809136332252,0.64,"7x BomberA, 21x BomberB, 1162x FighterA, 446x FighterB, 46x Tanker, 300x ISRDrone, 353x Satellite",1.04944517
189,SIM_0189,12,8,733,41,24,263,944,413650,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"12x BomberA, 8x BomberB, 733x FighterA, 41x FighterB, 24x Tanker, 263x ISRDrone, 944x Satellite",0.77222316
190,SIM_0190,11,7,287,801,7,0,213,189075,1.0,0.7777777777777779,10.0,8.0,0.041666666666666706,0.99,0.6402931110005718,0.36,"11x BomberA, 7x BomberB, 287x FighterA, 801x FighterB, 7x Tanker, 213x Satellite",3.38645041
191,SIM_0191,37,37,897,79,56,277,747,412575,1.0,0.44444444444444453,10.0,8.0,0.3333333333333334,0.99,0.6130088423303366,0.39,"37x BomberA, 37x BomberB, 897x FighterA, 79x FighterB, 56x Tanker, 277x ISRDrone, 747x Satellite",1.48581189
192,SIM_0192,20,5,1020,1036,60,30,253,328775,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"20x BomberA, 5x BomberB, 1020x FighterA, 1036x FighterB, 60x Tanker, 30x ISRDrone, 253x Satellite",0.97157664
193,SIM_0193,33,24,535,268,50,111,111,172840,1.0,0.38888888888888895,10.0,8.0,0.37499999999999994,0.99,0.6039140861069249,0.4,"33x BomberA, 24x BomberB, 535x FighterA, 268x FighterB, 50x Tanker, 111x ISRDrone, 111x Satellite",3.49406437
194,SIM_0194,0,7,351,546,40,26,707,321685,1.0,0.4722222222222224,10.0,8.0,0.4166666666666667,0.99,0.6857668921176306,0.31,"7x BomberB, 351x FighterA, 546x FighterB, 40x Tanker, 26x ISRDrone, 707x Satellite",2.1317963
195,SIM_0195,12,9,1139,455,53,11,70,224585,1.0,0.7361111111111112,10.0,8.0,0.01,0.99,0.5922727981409577,0.41,"12x BomberA, 9x BomberB, 1139x FighterA, 455x FighterB, 53x Tanker, 11x ISRDrone, 70x Satellite",2.63718769
196,SIM_0196,27,29,238,368,51,60,126,146365,1.0,0.38888888888888895,10.0,8.0,0.4444444444444445,0.8231292517006804,0.5401171553087395,0.46,"27x BomberA, 29x BomberB, 238x FighterA, 368x FighterB, 51x Tanker, 60x ISRDrone, 126x Satellite",3.69020705
197,SIM_0197,23,11,1070,908,55,124,97,287235,1.0,0.3333333333333333,10.0,8.0,0.06944444444444443,0.99,0.36745042429821895,0.63,"23x BomberA, 11x BomberB, 1070x FighterA, 908x FighterB, 55x Tanker, 124x ISRDrone, 97x Satellite",1.27926758
